fecha,sk_fecha,anio,mes,dia,dia_semana
1970-07-29,1522,1970,7,29,2
1970-08-01,1523,1970,8,1,5
1970-08-09,1524,1970,8,9,6
1970-08-15,1525,1970,8,15,5
1970-08-22,1526,1970,8,22,5
1970-08-23,1527,1970,8,23,6
1970-08-25,1528,1970,8,25,1
1970-08-28,1529,1970,8,28,4
1970-09-02,1530,1970,9,2,2
1970-09-08,1531,1970,9,8,1
1970-09-11,1532,1970,9,11,4
1970-09-13,1533,1970,9,13,6
1970-09-22,1534,1970,9,22,1
1970-10-04,1535,1970,10,4,6
1970-10-13,1536,1970,10,13,1
1970-10-14,1537,1970,10,14,2
1970-10-16,1538,1970,10,16,4
1970-10-18,1539,1970,10,18,6
1970-10-23,1540,1970,10,23,4
1970-10-28,1541,1970,10,28,2
1970-11-02,1542,1970,11,2,0
1970-11-04,1543,1970,11,4,2
1970-11-06,1544,1970,11,6,4
1970-11-09,1545,1970,11,9,0
1970-11-15,1546,1970,11,15,6
1970-11-28,1547,1970,11,28,5
1970-11-30,1548,1970,11,30,0
1970-12-03,1549,1970,12,3,3
1970-12-10,1550,1970,12,10,3
1970-12-22,1551,1970,12,22,1
1970-12-23,1552,1970,12,23,2
1970-12-25,1553,1970,12,25,4
1970-12-29,1554,1970,12,29,1
1971-01-02,1555,1971,1,2,5
1971-01-15,1556,1971,1,15,4
1971-01-23,1557,1971,1,23,5
1971-01-25,1558,1971,1,25,0
1971-02-01,1559,1971,2,1,0
1971-02-03,1560,1971,2,3,2
1971-02-08,1561,1971,2,8,0
1971-02-09,1562,1971,2,9,1
1971-02-10,1563,1971,2,10,2
1971-02-11,1564,1971,2,11,3
1971-02-12,1565,1971,2,12,4
1971-02-13,1566,1971,2,13,5
1971-02-17,1567,1971,2,17,2
1971-02-18,1568,1971,2,18,3
1971-02-24,1569,1971,2,24,2
1971-02-25,1570,1971,2,25,3
1971-03-01,1571,1971,3,1,0
1971-03-09,1572,1971,3,9,1
1971-03-11,1573,1971,3,11,3
1971-03-22,1574,1971,3,22,0
1971-03-25,1575,1971,3,25,3
1971-03-28,1576,1971,3,28,6
1971-03-30,1577,1971,3,30,1
1971-04-09,1578,1971,4,9,4
1971-04-15,1579,1971,4,15,3
1971-04-24,1580,1971,4,24,5
1971-04-29,1581,1971,4,29,3
1971-05-09,1582,1971,5,9,6
1971-05-13,1583,1971,5,13,3
1971-05-14,1584,1971,5,14,4
1971-05-16,1585,1971,5,16,6
1971-05-22,1586,1971,5,22,5
1971-05-27,1587,1971,5,27,3
1971-06-01,1588,1971,6,1,1
1971-06-10,1589,1971,6,10,3
1971-06-12,1590,1971,6,12,5
1971-06-15,1591,1971,6,15,1
1971-06-22,1592,1971,6,22,1
1971-06-27,1593,1971,6,27,6
1971-07-02,1594,1971,7,2,4
1971-07-18,1595,1971,7,18,6
1971-07-22,1596,1971,7,22,3
1971-07-27,1597,1971,7,27,1
1971-07-29,1598,1971,7,29,3
1971-07-30,1599,1971,7,30,4
1971-08-01,1600,1971,8,1,6
1971-08-02,1601,1971,8,2,0
1971-08-03,1602,1971,8,3,1
1971-08-04,1603,1971,8,4,2
1971-08-06,1604,1971,8,6,4
1971-08-08,1605,1971,8,8,6
1971-08-11,1606,1971,8,11,2
1971-08-17,1607,1971,8,17,1
1971-08-19,1608,1971,8,19,3
1971-08-22,1609,1971,8,22,6
1971-09-03,1610,1971,9,3,4
1971-09-04,1611,1971,9,4,5
1971-09-07,1612,1971,9,7,1
1971-09-11,1613,1971,9,11,5
1971-09-12,1614,1971,9,12,6
1971-09-17,1615,1971,9,17,4
1971-09-22,1616,1971,9,22,2
1971-09-23,1617,1971,9,23,3
1971-09-25,1618,1971,9,25,5
1971-09-29,1619,1971,9,29,2
1971-09-30,1620,1971,9,30,3
1971-10-05,1621,1971,10,5,1
1971-10-08,1622,1971,10,8,4
1971-10-13,1623,1971,10,13,2
1971-10-15,1624,1971,10,15,4
1971-10-16,1625,1971,10,16,5
1971-10-25,1626,1971,10,25,0
1971-10-28,1627,1971,10,28,3
1971-10-29,1628,1971,10,29,4
1971-11-02,1629,1971,11,2,1
1971-11-10,1630,1971,11,10,2
1971-11-11,1631,1971,11,11,3
1971-11-19,1632,1971,11,19,4
1971-11-21,1633,1971,11,21,6
1971-11-26,1634,1971,11,26,4
1971-11-28,1635,1971,11,28,6
1971-12-01,1636,1971,12,1,2
1971-12-03,1637,1971,12,3,4
1971-12-05,1638,1971,12,5,6
1971-12-12,1639,1971,12,12,6
1971-12-15,1640,1971,12,15,2
1971-12-17,1641,1971,12,17,4
1971-12-22,1642,1971,12,22,2
1971-12-25,1643,1971,12,25,5
1971-12-28,1644,1971,12,28,1
1971-12-31,1645,1971,12,31,4
1972-01-01,1646,1972,1,1,5
1972-01-10,1647,1972,1,10,0
1972-01-16,1648,1972,1,16,6
1972-01-17,1649,1972,1,17,0
1972-01-22,1650,1972,1,22,5
1972-01-25,1651,1972,1,25,1
1972-01-26,1652,1972,1,26,2
1972-01-27,1653,1972,1,27,3
1972-01-30,1654,1972,1,30,6
1972-01-31,1655,1972,1,31,0
1972-02-05,1656,1972,2,5,5
1972-02-07,1657,1972,2,7,0
1972-02-08,1658,1972,2,8,1
1972-02-12,1659,1972,2,12,5
1972-02-13,1660,1972,2,13,6
1972-02-16,1661,1972,2,16,2
1972-02-19,1662,1972,2,19,5
1972-03-03,1663,1972,3,3,4
1972-03-07,1664,1972,3,7,1
1972-03-09,1665,1972,3,9,3
1972-03-14,1666,1972,3,14,1
1972-03-18,1667,1972,3,18,5
1972-03-19,1668,1972,3,19,6
1972-03-25,1669,1972,3,25,5
1972-03-26,1670,1972,3,26,6
1972-04-02,1671,1972,4,2,6
1972-04-12,1672,1972,4,12,2
1972-04-16,1673,1972,4,16,6
1972-04-21,1674,1972,4,21,4
1972-04-30,1675,1972,4,30,6
1972-05-01,1676,1972,5,1,0
1972-05-02,1677,1972,5,2,1
1972-05-05,1678,1972,5,5,4
1972-05-09,1679,1972,5,9,1
1972-05-12,1680,1972,5,12,4
1972-05-13,1681,1972,5,13,5
1972-05-14,1682,1972,5,14,6
1972-05-16,1683,1972,5,16,1
1972-05-21,1684,1972,5,21,6
1972-05-23,1685,1972,5,23,1
1972-05-25,1686,1972,5,25,3
1972-05-31,1687,1972,5,31,2
1972-06-03,1688,1972,6,3,5
1972-06-12,1689,1972,6,12,0
1972-06-15,1690,1972,6,15,3
1972-06-17,1691,1972,6,17,5
1972-06-20,1692,1972,6,20,1
1972-06-26,1693,1972,6,26,0
1972-07-04,1694,1972,7,4,1
1972-07-09,1695,1972,7,9,6
1972-07-10,1696,1972,7,10,0
1972-07-13,1697,1972,7,13,3
1972-07-14,1698,1972,7,14,4
1972-07-21,1699,1972,7,21,4
1972-07-25,1700,1972,7,25,1
1972-07-30,1701,1972,7,30,6
1972-08-04,1702,1972,8,4,4
1972-08-06,1703,1972,8,6,6
1972-08-08,1704,1972,8,8,1
1972-08-13,1705,1972,8,13,6
1972-08-21,1706,1972,8,21,0
1972-08-23,1707,1972,8,23,2
1972-08-25,1708,1972,8,25,4
1972-08-26,1709,1972,8,26,5
1972-08-29,1710,1972,8,29,1
1972-09-04,1711,1972,9,4,0
1972-09-06,1712,1972,9,6,2
1972-09-07,1713,1972,9,7,3
1972-09-11,1714,1972,9,11,0
1972-10-01,1715,1972,10,1,6
1972-10-08,1716,1972,10,8,6
1972-10-10,1717,1972,10,10,1
1972-10-13,1718,1972,10,13,4
1972-10-15,1719,1972,10,15,6
1972-10-20,1720,1972,10,20,4
1972-10-30,1721,1972,10,30,0
1972-11-04,1722,1972,11,4,5
1972-11-17,1723,1972,11,17,4
1972-11-18,1724,1972,11,18,5
1972-11-19,1725,1972,11,19,6
1972-12-11,1726,1972,12,11,0
1972-12-17,1727,1972,12,17,6
1972-12-18,1728,1972,12,18,0
1972-12-19,1729,1972,12,19,1
1972-12-30,1730,1972,12,30,5
1973-01-02,1731,1973,1,2,1
1973-01-05,1732,1973,1,5,4
1973-01-13,1733,1973,1,13,5
1973-01-17,1734,1973,1,17,2
1973-01-25,1735,1973,1,25,3
1973-01-27,1736,1973,1,27,5
1973-01-29,1737,1973,1,29,0
1973-02-01,1738,1973,2,1,3
1973-02-02,1739,1973,2,2,4
1973-02-06,1740,1973,2,6,1
1973-02-10,1741,1973,2,10,5
1973-02-15,1742,1973,2,15,3
1973-02-16,1743,1973,2,16,4
1973-02-20,1744,1973,2,20,1
1973-03-05,1745,1973,3,5,0
1973-03-06,1746,1973,3,6,1
1973-03-13,1747,1973,3,13,1
1973-03-17,1748,1973,3,17,5
1973-03-19,1749,1973,3,19,0
1973-03-26,1750,1973,3,26,0
1973-04-01,1751,1973,4,1,6
1973-04-08,1752,1973,4,8,6
1973-04-09,1753,1973,4,9,0
1973-04-23,1754,1973,4,23,0
1973-04-26,1755,1973,4,26,3
1973-04-28,1756,1973,4,28,5
1973-05-13,1757,1973,5,13,6
1973-05-18,1758,1973,5,18,4
1973-05-23,1759,1973,5,23,2
1973-05-27,1760,1973,5,27,6
1973-05-30,1761,1973,5,30,2
1973-06-04,1762,1973,6,4,0
1973-06-05,1763,1973,6,5,1
1973-06-07,1764,1973,6,7,3
1973-06-09,1765,1973,6,9,5
1973-06-18,1766,1973,6,18,0
1973-06-21,1767,1973,6,21,3
1973-06-25,1768,1973,6,25,0
1973-06-30,1769,1973,6,30,5
1973-07-13,1770,1973,7,13,4
1973-07-17,1771,1973,7,17,1
1973-07-19,1772,1973,7,19,3
1973-07-22,1773,1973,7,22,6
1973-08-03,1774,1973,8,3,4
1973-08-05,1775,1973,8,5,6
1973-08-06,1776,1973,8,6,0
1973-08-07,1777,1973,8,7,1
1973-08-14,1778,1973,8,14,1
1973-08-19,1779,1973,8,19,6
1973-08-20,1780,1973,8,20,0
1973-08-22,1781,1973,8,22,2
1973-09-06,1782,1973,9,6,3
1973-09-08,1783,1973,9,8,5
1973-09-10,1784,1973,9,10,0
1973-09-16,1785,1973,9,16,6
1973-09-17,1786,1973,9,17,0
1973-09-24,1787,1973,9,24,0
1973-09-26,1788,1973,9,26,2
1973-09-29,1789,1973,9,29,5
1973-10-02,1790,1973,10,2,1
1973-10-07,1791,1973,10,7,6
1973-10-11,1792,1973,10,11,3
1973-10-15,1793,1973,10,15,0
1973-10-17,1794,1973,10,17,2
1973-10-20,1795,1973,10,20,5
1973-10-21,1796,1973,10,21,6
1973-10-22,1797,1973,10,22,0
1973-10-28,1798,1973,10,28,6
1973-10-30,1799,1973,10,30,1
1973-11-02,1800,1973,11,2,4
1973-11-03,1801,1973,11,3,5
1973-11-04,1802,1973,11,4,6
1973-11-06,1803,1973,11,6,1
1973-11-11,1804,1973,11,11,6
1973-11-12,1805,1973,11,12,0
1973-11-13,1806,1973,11,13,1
1973-11-16,1807,1973,11,16,4
1973-11-24,1808,1973,11,24,5
1973-11-25,1809,1973,11,25,6
1973-11-28,1810,1973,11,28,2
1973-12-01,1811,1973,12,1,5
1973-12-06,1812,1973,12,6,3
1973-12-08,1813,1973,12,8,5
1973-12-17,1814,1973,12,17,0
1973-12-18,1815,1973,12,18,1
1973-12-30,1816,1973,12,30,6
1974-01-04,1817,1974,1,4,4
1974-01-17,1818,1974,1,17,3
1974-01-22,1819,1974,1,22,1
1974-01-25,1820,1974,1,25,4
1974-01-28,1821,1974,1,28,0
1974-02-04,1822,1974,2,4,0
1974-02-08,1823,1974,2,8,4
1974-02-10,1824,1974,2,10,6
1974-02-12,1825,1974,2,12,1
1974-02-14,1826,1974,2,14,3
1974-02-22,1827,1974,2,22,4
1974-02-26,1828,1974,2,26,1
1974-04-01,1829,1974,4,1,0
1974-04-02,1830,1974,4,2,1
1974-04-08,1831,1974,4,8,0
1974-04-14,1832,1974,4,14,6
1974-04-17,1833,1974,4,17,2
1974-04-18,1834,1974,4,18,3
1974-04-19,1835,1974,4,19,4
1974-04-22,1836,1974,4,22,0
1974-04-28,1837,1974,4,28,6
1974-05-06,1838,1974,5,6,0
1974-05-09,1839,1974,5,9,3
1974-05-18,1840,1974,5,18,5
1974-05-20,1841,1974,5,20,0
1974-05-21,1842,1974,5,21,1
1974-05-27,1843,1974,5,27,0
1974-06-03,1844,1974,6,3,0
1974-06-17,1845,1974,6,17,0
1974-06-21,1846,1974,6,21,4
1974-06-29,1847,1974,6,29,5
1974-07-10,1848,1974,7,10,2
1974-07-11,1849,1974,7,11,3
1974-07-15,1850,1974,7,15,0
1974-07-17,1851,1974,7,17,2
1974-07-18,1852,1974,7,18,3
1974-07-25,1853,1974,7,25,3
1974-07-30,1854,1974,7,30,1
1974-07-31,1855,1974,7,31,2
1974-08-03,1856,1974,8,3,5
1974-08-09,1857,1974,8,9,4
1974-08-10,1858,1974,8,10,5
1974-08-13,1859,1974,8,13,1
1974-08-19,1860,1974,8,19,0
1974-08-24,1861,1974,8,24,5
1974-08-28,1862,1974,8,28,2
1974-08-30,1863,1974,8,30,4
1974-09-03,1864,1974,9,3,1
1974-09-04,1865,1974,9,4,2
1974-09-08,1866,1974,9,8,6
1974-09-11,1867,1974,9,11,2
1974-09-21,1868,1974,9,21,5
1974-09-23,1869,1974,9,23,0
1974-09-26,1870,1974,9,26,3
1974-09-27,1871,1974,9,27,4
1974-09-28,1872,1974,9,28,5
1974-10-14,1873,1974,10,14,0
1974-10-23,1874,1974,10,23,2
1974-11-10,1875,1974,11,10,6
1974-11-12,1876,1974,11,12,1
1974-11-13,1877,1974,11,13,2
1974-11-29,1878,1974,11,29,4
1974-12-07,1879,1974,12,7,5
1974-12-14,1880,1974,12,14,5
1974-12-18,1881,1974,12,18,2
1974-12-30,1882,1974,12,30,0
1975-01-06,1883,1975,1,6,0
1975-01-09,1884,1975,1,9,3
1975-01-10,1885,1975,1,10,4
1975-01-11,1886,1975,1,11,5
1975-01-12,1887,1975,1,12,6
1975-01-13,1888,1975,1,13,0
1975-01-22,1889,1975,1,22,2
1975-01-25,1890,1975,1,25,5
1975-01-28,1891,1975,1,28,1
1975-02-02,1892,1975,2,2,6
1975-02-06,1893,1975,2,6,3
1975-02-13,1894,1975,2,13,3
1975-02-23,1895,1975,2,23,6
1975-02-24,1896,1975,2,24,0
1975-02-28,1897,1975,2,28,4
1975-03-05,1898,1975,3,5,2
1975-03-08,1899,1975,3,8,5
1975-03-09,1900,1975,3,9,6
1975-03-12,1901,1975,3,12,2
1975-03-13,1902,1975,3,13,3
1975-03-17,1903,1975,3,17,0
1975-03-20,1904,1975,3,20,3
1975-03-21,1905,1975,3,21,4
1975-03-23,1906,1975,3,23,6
1975-03-25,1907,1975,3,25,1
1975-03-26,1908,1975,3,26,2
1975-03-27,1909,1975,3,27,3
1975-04-04,1910,1975,4,4,4
1975-04-10,1911,1975,4,10,3
1975-04-13,1912,1975,4,13,6
1975-04-19,1913,1975,4,19,5
1975-04-23,1914,1975,4,23,2
1975-04-24,1915,1975,4,24,3
1975-05-01,1916,1975,5,1,3
1975-05-10,1917,1975,5,10,5
1975-05-17,1918,1975,5,17,5
1975-05-18,1919,1975,5,18,6
1975-05-20,1920,1975,5,20,1
1975-05-23,1921,1975,5,23,4
1975-05-27,1922,1975,5,27,1
1975-05-28,1923,1975,5,28,2
1975-05-30,1924,1975,5,30,4
1975-06-03,1925,1975,6,3,1
1975-06-05,1926,1975,6,5,3
1975-06-08,1927,1975,6,8,6
1975-06-23,1928,1975,6,23,0
1975-07-16,1929,1975,7,16,2
1975-07-17,1930,1975,7,17,3
1975-07-18,1931,1975,7,18,4
1975-07-21,1932,1975,7,21,0
1975-07-23,1933,1975,7,23,2
1975-07-28,1934,1975,7,28,0
1975-07-30,1935,1975,7,30,2
1975-08-02,1936,1975,8,2,5
1975-08-07,1937,1975,8,7,3
1975-08-08,1938,1975,8,8,4
1975-08-12,1939,1975,8,12,1
1975-08-15,1940,1975,8,15,4
1975-08-20,1941,1975,8,20,2
1975-08-25,1942,1975,8,25,0
1975-08-27,1943,1975,8,27,2
1975-09-04,1944,1975,9,4,3
1975-09-09,1945,1975,9,9,1
1975-09-15,1946,1975,9,15,0
1975-09-25,1947,1975,9,25,3
1975-10-05,1948,1975,10,5,6
1975-10-25,1949,1975,10,25,5
1975-11-08,1950,1975,11,8,5
1975-11-10,1951,1975,11,10,0
1975-11-18,1952,1975,11,18,1
1975-11-22,1953,1975,11,22,5
1975-12-02,1954,1975,12,2,1
1975-12-04,1955,1975,12,4,3
1975-12-12,1956,1975,12,12,4
1975-12-15,1957,1975,12,15,0
1975-12-17,1958,1975,12,17,2
1975-12-18,1959,1975,12,18,3
1975-12-19,1960,1975,12,19,4
1975-12-27,1961,1975,12,27,5
1975-12-30,1962,1975,12,30,1
1976-01-02,1963,1976,1,2,4
1976-01-07,1964,1976,1,7,2
1976-01-14,1965,1976,1,14,2
1976-01-19,1966,1976,1,19,0
1976-01-21,1967,1976,1,21,2
1976-01-23,1968,1976,1,23,4
1976-01-25,1969,1976,1,25,6
1976-01-26,1970,1976,1,26,0
1976-01-30,1971,1976,1,30,4
1976-02-04,1972,1976,2,4,2
1976-02-07,1973,1976,2,7,5
1976-02-16,1974,1976,2,16,0
1976-02-21,1975,1976,2,21,5
1976-02-24,1976,1976,2,24,1
1976-02-27,1977,1976,2,27,4
1976-02-28,1978,1976,2,28,5
1976-03-02,1979,1976,3,2,1
1976-03-05,1980,1976,3,5,4
1976-03-08,1981,1976,3,8,0
1976-03-10,1982,1976,3,10,2
1976-03-13,1983,1976,3,13,5
1976-03-17,1984,1976,3,17,2
1976-03-26,1985,1976,3,26,4
1976-04-02,1986,1976,4,2,4
1976-04-04,1987,1976,4,4,6
1976-04-08,1988,1976,4,8,3
1976-04-10,1989,1976,4,10,5
1976-04-18,1990,1976,4,18,6
1976-05-03,1991,1976,5,3,0
1976-05-05,1992,1976,5,5,2
1976-05-09,1993,1976,5,9,6
1976-05-22,1994,1976,5,22,5
1976-05-24,1995,1976,5,24,0
1976-05-25,1996,1976,5,25,1
1976-05-26,1997,1976,5,26,2
1976-05-29,1998,1976,5,29,5
1976-05-30,1999,1976,5,30,6
1976-06-01,2000,1976,6,1,1
1976-06-02,2001,1976,6,2,2
1976-06-03,2002,1976,6,3,3
1976-06-06,2003,1976,6,6,6
1976-06-10,2004,1976,6,10,3
1976-06-27,2005,1976,6,27,6
1976-06-28,2006,1976,6,28,0
1976-06-29,2007,1976,6,29,1
1976-07-05,2008,1976,7,5,0
1976-07-06,2009,1976,7,6,1
1976-07-09,2010,1976,7,9,4
1976-07-12,2011,1976,7,12,0
1976-07-16,2012,1976,7,16,4
1976-07-24,2013,1976,7,24,5
1976-07-27,2014,1976,7,27,1
1976-07-28,2015,1976,7,28,2
1976-08-10,2016,1976,8,10,1
1976-08-12,2017,1976,8,12,3
1976-08-13,2018,1976,8,13,4
1976-08-15,2019,1976,8,15,6
1976-08-20,2020,1976,8,20,4
1976-08-25,2021,1976,8,25,2
1976-08-28,2022,1976,8,28,5
1976-08-30,2023,1976,8,30,0
1976-09-03,2024,1976,9,3,4
1976-09-11,2025,1976,9,11,5
1976-09-12,2026,1976,9,12,6
1976-09-20,2027,1976,9,20,0
1976-09-23,2028,1976,9,23,3
1976-09-25,2029,1976,9,25,5
1976-10-05,2030,1976,10,5,1
1976-10-07,2031,1976,10,7,3
1976-10-10,2032,1976,10,10,6
1976-10-12,2033,1976,10,12,1
1976-10-13,2034,1976,10,13,2
1976-10-17,2035,1976,10,17,6
1976-10-21,2036,1976,10,21,3
1976-10-22,2037,1976,10,22,4
1976-10-23,2038,1976,10,23,5
1976-10-24,2039,1976,10,24,6
1976-10-29,2040,1976,10,29,4
1976-10-31,2041,1976,10,31,6
1976-11-01,2042,1976,11,1,0
1976-11-09,2043,1976,11,9,1
1976-11-12,2044,1976,11,12,4
1976-11-14,2045,1976,11,14,6
1976-11-21,2046,1976,11,21,6
1976-11-22,2047,1976,11,22,0
1976-11-25,2048,1976,11,25,3
1976-11-27,2049,1976,11,27,5
1976-11-30,2050,1976,11,30,1
1976-12-09,2051,1976,12,9,3
1976-12-13,2052,1976,12,13,0
1976-12-19,2053,1976,12,19,6
1976-12-23,2054,1976,12,23,3
1976-12-28,2055,1976,12,28,1
1976-12-30,2056,1976,12,30,3
1977-01-09,2057,1977,1,9,6
1977-01-10,2058,1977,1,10,0
1977-01-17,2059,1977,1,17,0
1977-01-21,2060,1977,1,21,4
1977-01-24,2061,1977,1,24,0
1977-02-01,2062,1977,2,1,1
1977-02-10,2063,1977,2,10,3
1977-02-11,2064,1977,2,11,4
1977-02-14,2065,1977,2,14,0
1977-02-22,2066,1977,2,22,1
1977-02-23,2067,1977,2,23,2
1977-02-28,2068,1977,2,28,0
1977-03-01,2069,1977,3,1,1
1977-03-02,2070,1977,3,2,2
1977-03-03,2071,1977,3,3,3
1977-03-04,2072,1977,3,4,4
1977-03-12,2073,1977,3,12,5
1977-03-24,2074,1977,3,24,3
1977-03-29,2075,1977,3,29,1
1977-03-30,2076,1977,3,30,2
1977-04-19,2077,1977,4,19,1
1977-04-21,2078,1977,4,21,3
1977-04-22,2079,1977,4,22,4
1977-04-27,2080,1977,4,27,2
1977-05-01,2081,1977,5,1,6
1977-05-05,2082,1977,5,5,3
1977-05-06,2083,1977,5,6,4
1977-05-11,2084,1977,5,11,2
1977-05-24,2085,1977,5,24,1
1977-05-29,2086,1977,5,29,6
1977-06-03,2087,1977,6,3,4
1977-06-04,2088,1977,6,4,5
1977-06-06,2089,1977,6,6,0
1977-06-13,2090,1977,6,13,0
1977-06-17,2091,1977,6,17,4
1977-06-21,2092,1977,6,21,1
1977-06-22,2093,1977,6,22,2
1977-06-23,2094,1977,6,23,3
1977-06-30,2095,1977,6,30,3
1977-07-02,2096,1977,7,2,5
1977-07-08,2097,1977,7,8,4
1977-07-10,2098,1977,7,10,6
1977-07-12,2099,1977,7,12,1
1977-07-14,2100,1977,7,14,3
1977-07-15,2101,1977,7,15,4
1977-07-24,2102,1977,7,24,6
1977-07-27,2103,1977,7,27,2
1977-08-10,2104,1977,8,10,2
1977-08-22,2105,1977,8,22,0
1977-09-02,2106,1977,9,2,4
1977-09-03,2107,1977,9,3,5
1977-09-06,2108,1977,9,6,1
1977-09-09,2109,1977,9,9,4
1977-09-12,2110,1977,9,12,0
1977-09-13,2111,1977,9,13,1
1977-09-15,2112,1977,9,15,3
1977-09-23,2113,1977,9,23,4
1977-09-24,2114,1977,9,24,5
1977-09-26,2115,1977,9,26,0
1977-09-30,2116,1977,9,30,4
1977-10-01,2117,1977,10,1,5
1977-10-02,2118,1977,10,2,6
1977-10-03,2119,1977,10,3,0
1977-10-10,2120,1977,10,10,0
1977-10-15,2121,1977,10,15,5
1977-10-16,2122,1977,10,16,6
1977-10-19,2123,1977,10,19,2
1977-10-26,2124,1977,10,26,2
1977-10-30,2125,1977,10,30,6
1977-11-16,2126,1977,11,16,2
1977-11-17,2127,1977,11,17,3
1977-11-26,2128,1977,11,26,5
1977-12-08,2129,1977,12,8,3
1977-12-11,2130,1977,12,11,6
1977-12-12,2131,1977,12,12,0
1977-12-16,2132,1977,12,16,4
1977-12-17,2133,1977,12,17,5
1977-12-22,2134,1977,12,22,3
1977-12-24,2135,1977,12,24,5
1978-01-09,2136,1978,1,9,0
1978-01-13,2137,1978,1,13,4
1978-01-18,2138,1978,1,18,2
1978-01-19,2139,1978,1,19,3
1978-01-23,2140,1978,1,23,0
1978-01-29,2141,1978,1,29,6
1978-01-30,2142,1978,1,30,0
1978-02-01,2143,1978,2,1,2
1978-02-03,2144,1978,2,3,4
1978-02-07,2145,1978,2,7,1
1978-02-10,2146,1978,2,10,4
1978-02-11,2147,1978,2,11,5
1978-02-13,2148,1978,2,13,0
1978-03-04,2149,1978,3,4,5
1978-03-05,2150,1978,3,5,6
1978-03-07,2151,1978,3,7,1
1978-03-20,2152,1978,3,20,0
1978-03-22,2153,1978,3,22,2
1978-03-23,2154,1978,3,23,3
1978-03-25,2155,1978,3,25,5
1978-03-28,2156,1978,3,28,1
1978-04-02,2157,1978,4,2,6
1978-04-07,2158,1978,4,7,4
1978-04-11,2159,1978,4,11,1
1978-04-17,2160,1978,4,17,0
1978-04-19,2161,1978,4,19,2
1978-04-20,2162,1978,4,20,3
1978-04-21,2163,1978,4,21,4
1978-04-22,2164,1978,4,22,5
1978-04-23,2165,1978,4,23,6
1978-04-24,2166,1978,4,24,0
1978-04-26,2167,1978,4,26,2
1978-05-01,2168,1978,5,1,0
1978-05-06,2169,1978,5,6,5
1978-05-16,2170,1978,5,16,1
1978-05-17,2171,1978,5,17,2
1978-05-31,2172,1978,5,31,2
1978-06-01,2173,1978,6,1,3
1978-06-03,2174,1978,6,3,5
1978-06-06,2175,1978,6,6,1
1978-06-14,2176,1978,6,14,2
1978-06-19,2177,1978,6,19,0
1978-06-21,2178,1978,6,21,2
1978-06-28,2179,1978,6,28,2
1978-07-01,2180,1978,7,1,5
1978-07-04,2181,1978,7,4,1
1978-07-06,2182,1978,7,6,3
1978-07-10,2183,1978,7,10,0
1978-07-11,2184,1978,7,11,1
1978-07-13,2185,1978,7,13,3
1978-07-21,2186,1978,7,21,4
1978-07-24,2187,1978,7,24,0
1978-08-02,2188,1978,8,2,2
1978-08-03,2189,1978,8,3,3
1978-08-04,2190,1978,8,4,4
1978-08-20,2191,1978,8,20,6
1978-08-22,2192,1978,8,22,1
1978-08-31,2193,1978,8,31,3
1978-09-03,2194,1978,9,3,6
1978-09-04,2195,1978,9,4,0
1978-09-05,2196,1978,9,5,1
1978-09-08,2197,1978,9,8,4
1978-09-10,2198,1978,9,10,6
1978-09-14,2199,1978,9,14,3
1978-09-16,2200,1978,9,16,5
1978-09-18,2201,1978,9,18,0
1978-09-22,2202,1978,9,22,4
1978-09-23,2203,1978,9,23,5
1978-09-27,2204,1978,9,27,2
1978-09-29,2205,1978,9,29,4
1978-10-11,2206,1978,10,11,2
1978-10-12,2207,1978,10,12,3
1978-10-13,2208,1978,10,13,4
1978-10-15,2209,1978,10,15,6
1978-10-16,2210,1978,10,16,0
1978-10-18,2211,1978,10,18,2
1978-10-21,2212,1978,10,21,5
1978-10-23,2213,1978,10,23,0
1978-10-27,2214,1978,10,27,4
1978-11-03,2215,1978,11,3,4
1978-11-07,2216,1978,11,7,1
1978-11-20,2217,1978,11,20,0
1978-11-26,2218,1978,11,26,6
1978-11-28,2219,1978,11,28,1
1978-11-29,2220,1978,11,29,2
1978-11-30,2221,1978,11,30,3
1978-12-05,2222,1978,12,5,1
1978-12-07,2223,1978,12,7,3
1978-12-11,2224,1978,12,11,0
1978-12-14,2225,1978,12,14,3
1978-12-17,2226,1978,12,17,6
1978-12-20,2227,1978,12,20,2
1978-12-26,2228,1978,12,26,1
1978-12-31,2229,1978,12,31,6
1979-01-03,2230,1979,1,3,2
1979-01-14,2231,1979,1,14,6
1979-01-15,2232,1979,1,15,0
1979-02-05,2233,1979,2,5,0
1979-02-13,2234,1979,2,13,1
1979-02-20,2235,1979,2,20,1
1979-02-22,2236,1979,2,22,3
1979-03-02,2237,1979,3,2,4
1979-03-04,2238,1979,3,4,6
1979-03-09,2239,1979,3,9,4
1979-03-12,2240,1979,3,12,0
1979-03-13,2241,1979,3,13,1
1979-03-23,2242,1979,3,23,4
1979-03-29,2243,1979,3,29,3
1979-04-03,2244,1979,4,3,1
1979-04-04,2245,1979,4,4,2
1979-04-10,2246,1979,4,10,1
1979-04-13,2247,1979,4,13,4
1979-04-15,2248,1979,4,15,6
1979-04-18,2249,1979,4,18,2
1979-04-23,2250,1979,4,23,0
1979-04-26,2251,1979,4,26,3
1979-04-27,2252,1979,4,27,4
1979-04-30,2253,1979,4,30,0
1979-05-01,2254,1979,5,1,1
1979-05-22,2255,1979,5,22,1
1979-05-24,2256,1979,5,24,3
